Lwl,B,T,Cb,V_kn,L_B,B_T,Fn,R_F_kN,R_R_kN,R_T_kN,P_E_kW
192.936104,31.856062,11.925765,0.618907,14.285250,6.056496,2.671197,0.168921,446.078655,77.147296,519.654961,3818.924167
224.253680,24.916298,8.547149,0.687953,14.831954,9.000281,2.915159,0.162679,446.596125,60.568144,505.324344,3855.730861
67.886894,12.627637,5.764572,0.780694,19.419006,5.376057,2.190559,0.387113,170.558897,133.789625,311.964109,3116.518748
104.151513,17.611037,5.154604,0.608513,19.264163,5.913991,3.416565,0.310042,221.668971,302.004000,523.612712,5189.176507
124.782613,19.504906,7.762541,0.566628,16.432748,6.397499,2.512696,0.241622,233.714210,120.564354,372.299022,3147.314927
220.548047,24.315125,8.171742,0.789032,20.791799,9.070406,2.975513,0.229956,918.141069,379.875888,1314.124564,14056.160442
192.973716,21.494653,6.358151,0.648591,22.236969,8.977755,3.380645,0.262924,642.416160,484.158068,1146.995690,13121.258286
156.741183,24.721292,10.198296,0.814617,12.317607,6.340331,2.424061,0.161599,293.300225,41.406341,335.724987,2127.394997
173.685072,33.831326,9.404780,0.764488,12.674737,5.133853,3.597248,0.157965,370.456128,62.742097,429.915409,2803.238773
86.713620,15.321890,3.763675,0.742873,22.537377,5.659460,4.070991,0.397524,249.225357,176.901888,427.001637,4950.750275
93.610578,20.112172,8.078805,0.796627,13.776177,4.654424,2.489498,0.233867,182.021080,98.793984,279.008624,1977.354102
141.467764,25.036987,12.108749,0.582935,11.134143,5.650351,2.067677,0.153756,183.686109,28.169701,214.405968,1228.094431
209.612983,31.287143,11.549277,0.660887,20.947341,6.699652,2.709013,0.237642,1013.207845,539.374490,1618.475757,17441.073362
149.972222,19.866048,6.801182,0.742169,23.891141,7.549172,2.920970,0.320431,658.689551,927.602853,1608.898008,19774.409195
193.940810,22.262301,9.786711,0.591253,12.428715,8.711625,2.274748,0.146587,251.934865,31.819385,273.327388,1747.621923
204.369381,28.674501,9.881009,0.702289,21.990765,7.127217,2.901981,0.252660,1017.130687,734.441789,1775.794635,20089.595020
184.582181,22.649085,8.447651,0.564826,17.757212,8.149653,2.681110,0.214676,425.287713,119.359317,533.899806,4877.223379
185.367730,29.805871,12.901925,0.725149,19.011239,6.219168,2.310188,0.229349,846.573045,386.787013,1221.130716,11942.924443
148.508226,32.335289,9.567038,0.741381,17.535205,4.592760,3.379864,0.236341,563.984972,359.639010,934.457883,8429.633478
123.583123,17.164875,4.102781,0.845904,10.749512,7.199768,4.183717,0.158823,108.535370,14.295458,122.479280,677.313082
121.604675,20.156492,6.020592,0.560121,17.796995,6.033028,3.347925,0.265079,236.099744,200.858976,426.204113,3902.136283
134.286827,17.487340,5.679310,0.579250,17.275693,7.679088,3.079131,0.244863,224.754382,117.074897,341.796832,3037.677100
180.211835,29.392125,10.903365,0.670979,13.429140,6.131297,2.695693,0.164309,367.656337,59.304762,434.618109,3002.576706
171.055778,20.321145,7.958549,0.754668,13.097493,8.417625,2.553373,0.164484,263.523123,34.193732,303.272925,2043.430792
149.079978,16.465485,7.835253,0.698890,23.027740,9.054090,2.101462,0.309774,560.091797,651.068809,1169.277188,13851.821863
188.212962,27.451929,8.331780,0.816608,18.987947,6.856092,3.294846,0.227330,760.448658,343.163636,1091.149072,10658.600970
129.444267,18.995506,6.876845,0.755049,19.163444,6.814468,2.762241,0.276653,381.621687,402.113417,789.106140,7779.417536
119.509009,22.358985,8.679709,0.578146,11.161531,5.345010,2.576006,0.167698,125.555413,21.240038,148.728168,853.994579
115.373131,19.996009,9.995623,0.581546,16.484776,5.769808,2.000477,0.252078,260.506955,169.031397,426.638810,3618.107894
114.488885,23.603076,6.631188,0.665863,20.517095,4.850592,3.559404,0.314947,388.217496,635.040543,1017.294971,10737.442880
138.229747,25.960661,9.347575,0.703865,22.570205,5.324585,2.777262,0.315310,703.535328,1128.590186,1805.353712,20962.154308
176.859075,25.333938,9.567535,0.693844,21.533511,6.981113,2.647906,0.265953,784.461497,698.907640,1454.315079,16110.590218
195.417375,23.226379,10.341521,0.746136,19.698947,8.413596,2.245934,0.231454,766.073619,317.054412,1044.517577,10585.146611
140.438971,20.680991,6.865384,0.676007,21.667940,6.790727,3.012358,0.300315,487.613631,637.641205,1152.785700,12850.035239
229.017126,32.420406,12.145116,0.662266,12.943249,7.063981,2.669419,0.140479,462.955684,65.257612,533.923087,3555.168007
117.954759,17.297937,6.260101,0.605048,14.397801,6.819007,2.763204,0.217742,154.070167,46.917997,198.934595,1473.481126
132.585036,21.767545,10.488078,0.721183,19.591124,6.090950,2.075456,0.279457,512.178163,565.896098,1116.393763,11251.614968
61.848077,13.496166,6.098471,0.816226,14.771596,4.582640,2.213041,0.308509,104.974669,162.685172,271.132240,2060.377040
165.228510,28.501651,10.358514,0.747847,12.330680,5.797156,2.751519,0.157561,308.421827,46.981226,354.055393,2245.930717
186.301383,21.111445,5.417220,0.694564,12.941385,8.824663,3.897099,0.155731,223.164196,29.585860,253.152253,1685.390912
212.549836,24.945171,9.733713,0.629064,11.976363,8.520681,2.562760,0.134927,281.208464,35.262340,306.761405,1890.008502
187.602409,25.909240,8.501666,0.691990,16.566318,7.240753,3.047549,0.198660,483.174968,109.783743,600.364529,5116.572299
155.399732,33.268619,8.015506,0.594132,15.180128,4.671061,4.150532,0.200011,345.393406,102.668567,440.165739,3437.397641
154.282484,29.846529,8.520047,0.618355,11.814258,5.169193,3.503094,0.156225,212.995367,36.928665,245.717593,1493.416006
184.556851,25.623191,11.986616,0.807972,11.414343,7.202727,2.137650,0.138003,319.353706,38.468367,369.889353,2172.005219
216.568853,30.855070,9.826653,0.781486,15.529325,7.018907,3.139937,0.173324,643.875590,105.787757,758.821150,6062.197959
223.951611,32.402665,11.671873,0.659862,20.211128,6.911518,2.776132,0.221828,1026.200346,386.269700,1360.746023,14148.348008
115.776840,17.881799,6.494709,0.821405,21.127333,6.474563,2.753287,0.322506,427.166269,656.107614,1098.365806,11937.950919
199.036802,25.647822,11.730599,0.728685,23.452028,7.760378,2.186403,0.273034,1184.878423,1142.597277,2340.062676,28232.283029
188.927712,22.040763,10.678081,0.672705,16.597894,8.571741,2.064113,0.198339,488.492370,96.512244,595.747946,5086.905084
87.985352,13.351673,5.103037,0.836258,13.506445,6.589837,2.616417,0.236505,112.991020,54.798726,162.173277,1126.830180
192.657829,32.012347,7.720155,0.789920,16.137349,6.018235,4.146594,0.190960,594.343795,137.332264,717.890464,5959.756113
125.959641,13.268676,6.436603,0.584937,21.059084,9.493007,2.061441,0.308196,289.892560,292.902442,600.682436,6507.624857
164.356595,31.705298,9.614081,0.551253,16.161992,5.183884,3.297798,0.207064,402.457351,125.376400,531.834238,4421.903772
120.809230,18.939563,7.769304,0.560385,20.458411,6.378670,2.437742,0.305721,335.519103,415.136280,728.979461,7672.295136
96.458818,15.358519,3.812382,0.691836,21.935293,6.280477,4.028589,0.366839,242.805084,260.747417,509.248516,5746.604510
98.420842,21.176551,7.834275,0.557494,18.500137,4.647633,2.703065,0.306292,246.180001,352.035476,594.548202,5658.484235
214.073333,23.800138,6.996767,0.763341,15.151975,8.994626,3.401591,0.170095,442.579672,62.636715,495.551005,3862.742079
107.277907,19.561527,6.930960,0.609116,21.760892,5.484127,2.822340,0.345084,347.257841,456.340855,801.401473,8971.497618
223.284457,23.726616,6.049864,0.625267,16.474846,9.410717,3.921843,0.181091,417.422338,69.083603,497.081373,4212.956332
65.580077,14.025205,5.586453,0.744457,13.161473,4.675873,2.510574,0.266945,79.768977,76.390443,157.047893,1063.346278
212.983898,24.991549,6.189908,0.665210,20.969192,8.522237,4.037467,0.236000,696.502787,335.004123,1068.952757,11531.300976
133.105933,26.084024,11.143889,0.776064,23.421847,5.102968,2.340657,0.333446,869.813450,1448.347865,2283.237455,27511.250555
171.423063,18.973866,8.827045,0.727898,23.640023,9.034694,2.149515,0.296563,784.896406,887.583462,1624.010508,19750.351699
135.235056,20.465757,6.925046,0.785683,22.965906,6.607870,2.955324,0.324371,607.324718,932.369325,1557.599551,18402.528517
206.194494,27.243948,6.604449,0.684836,20.882402,7.568451,4.125090,0.238861,748.701535,411.329361,1165.335080,12518.992266
193.506530,31.190041,8.652719,0.578491,10.074391,6.204113,3.604652,0.118953,187.346742,28.486424,217.375813,1126.595773
118.458742,23.697108,6.153627,0.693938,20.942247,4.998869,3.850917,0.316041,420.951664,706.577847,1159.249991,12489.310843
211.386716,30.181982,12.585081,0.767687,13.529258,7.003739,2.398235,0.152841,525.187887,71.980311,602.429358,4192.935912
153.557298,29.786634,8.195594,0.702542,20.597295,5.155242,3.634469,0.273010,665.824331,797.964602,1442.582934,15285.832041
172.176284,18.637833,6.524489,0.799531,22.258121,9.237999,2.856596,0.278616,663.143220,665.478871,1341.326739,15358.938194
228.469302,24.280849,9.038740,0.609677,21.569837,9.409445,2.686309,0.234389,838.343018,344.328334,1196.536449,13277.334669
169.900208,21.373247,6.997346,0.730718,11.173971,7.949200,3.054479,0.140804,183.420093,22.588885,208.321309,1197.510505
104.233739,19.852411,8.061069,0.590579,20.255269,5.250432,2.462752,0.325865,314.301671,442.515323,741.763899,7729.329526
134.374986,21.413999,8.921799,0.582601,11.642024,6.275100,2.400188,0.164958,150.086757,23.181565,169.914945,1017.649351
151.960086,26.906960,7.098680,0.682255,20.648678,5.647613,3.790418,0.275126,571.789479,666.719377,1246.260741,13238.515208
116.438478,25.663652,7.643926,0.836425,20.774022,4.537097,3.357391,0.316210,566.674009,1088.558310,1697.684142,18143.270982
129.786504,23.844660,11.592332,0.817034,20.469032,5.443001,2.056934,0.295112,674.921987,1001.696928,1649.651962,17371.116760
117.543216,21.495732,6.877608,0.669999,20.576233,5.468212,3.125467,0.311724,385.353107,579.980713,966.947363,10235.447080
130.455907,24.733396,11.989468,0.713900,23.395782,5.274484,2.062927,0.336441,797.619042,1211.079403,1940.685305,23357.738272
87.484220,14.456601,3.514918,0.596961,22.360975,6.051507,4.112927,0.392672,188.169977,131.690260,323.373358,3719.915530
167.918871,26.263338,11.953635,0.689020,10.428379,6.393661,2.197100,0.132181,217.381300,28.878208,247.101288,1325.653212
178.789366,20.804548,7.721728,0.803071,15.103573,8.593763,2.694287,0.185529,380.608019,61.611439,434.273954,3374.283727
151.354063,24.177022,11.984878,0.631626,21.752835,6.260244,2.017294,0.290417,709.280096,839.545716,1517.574374,16982.591151
92.041010,12.505633,4.797600,0.623763,23.491807,7.359964,2.606644,0.402188,236.482101,121.756793,357.944622,4325.839221
113.530402,16.799360,8.237641,0.651767,15.716524,6.758019,2.039341,0.242272,211.749582,106.838187,318.407331,2574.409776
138.737298,19.650048,6.055383,0.556723,18.160662,7.060405,3.245054,0.253244,270.271307,174.959925,458.670110,4285.191293
212.422941,33.825967,10.596622,0.669177,15.049583,6.279878,3.192146,0.169601,559.555639,97.679905,666.047148,5156.648785
152.691616,33.008658,10.748341,0.806119,17.700027,4.625805,3.071047,0.235272,679.552586,431.985309,1146.727017,10441.720777
137.695473,27.568502,9.000226,0.601703,11.445613,4.994666,3.063090,0.160207,174.186654,30.345895,199.394208,1174.058437
182.392792,31.971467,12.884237,0.798045,20.454572,5.704862,2.481440,0.248766,1089.317873,835.075222,1973.508643,20766.702131
126.627333,26.377311,8.636905,0.786763,19.253225,4.800616,3.054024,0.281024,526.870460,732.732579,1311.149863,12986.554352
145.461169,20.513851,8.223467,0.793822,19.744500,7.090876,2.494550,0.268891,530.594374,504.904554,1060.977127,10776.811111
106.435538,15.767426,6.568800,0.717666,19.349242,6.750343,2.400351,0.308052,276.410577,361.067516,654.762562,6517.573002
105.304501,18.003117,5.048316,0.771364,16.986315,5.849237,3.566163,0.271881,222.649023,239.352227,460.995689,4028.414402
192.956801,31.771797,8.543735,0.668104,17.656682,6.073210,3.718725,0.208777,612.063160,190.931131,791.953075,7193.606186
101.242212,10.831637,4.352496,0.785321,15.603847,9.346898,2.488603,0.254715,129.550531,76.456284,205.078207,1646.225461
169.479270,30.778760,7.845811,0.773138,17.885167,5.506371,3.922955,0.225652,617.162773,298.070104,948.303794,8725.264457
196.257330,26.843015,7.602200,0.577011,15.238670,7.311300,3.530954,0.178664,356.347979,63.997390,421.803394,3306.703321
146.372276,30.072108,10.685349,0.808422,14.922171,4.867377,2.814331,0.202584,449.528737,129.833931,593.394178,4555.262505
198.940457,27.448761,8.287314,0.747516,21.180293,7.247703,3.312142,0.246646,890.639755,587.442057,1466.916185,15983.628550
226.753870,27.525934,7.375279,0.598428,14.690535,8.237827,3.732189,0.160237,389.212827,58.717288,457.492419,3457.479490
162.273822,27.508881,10.438174,0.769870,18.425577,5.898961,2.635411,0.237575,652.602419,373.738191,1023.074548,9697.649733
119.226161,23.615282,10.609641,0.711244,13.726448,5.048687,2.225832,0.206479,248.331524,70.452296,317.884762,2244.739640
68.459675,13.589955,5.955854,0.758053,13.488215,5.037520,2.281781,0.267757,89.272994,83.905016,172.125355,1194.365980
175.650408,20.227043,8.580070,0.776593,11.385834,8.683939,2.357445,0.141105,220.175172,24.637789,243.365882,1425.484977
122.316467,25.081114,10.667396,0.697138,23.396913,4.876835,2.351194,0.347472,701.497003,1026.977762,1777.871123,21399.170857
139.341300,26.299749,6.309782,0.619999,15.453300,5.298199,4.168092,0.215023,265.474715,96.118920,364.837471,2900.405975
205.966449,30.907355,7.874469,0.633868,20.050033,6.663995,3.925008,0.229467,745.533606,346.510888,1077.724839,11116.321452
155.950285,18.883387,6.987359,0.597783,23.577608,8.258597,2.702507,0.310106,541.464422,640.311567,1174.815759,14249.762032
166.193645,32.213078,8.106905,0.716415,21.963184,5.159198,3.973536,0.279828,859.264602,1176.266833,2118.443564,23935.930093
175.545201,22.288148,10.973828,0.751343,10.949497,7.876168,2.031028,0.135739,235.423258,27.303263,264.565236,1490.270251
163.977112,32.815678,12.770019,0.844706,11.287701,4.996914,2.569744,0.144783,349.212219,51.207019,397.702814,2309.416467
103.684040,16.456670,6.936513,0.617354,10.297980,6.300427,2.372470,0.166111,76.866211,11.195335,88.357040,468.092087
211.127939,30.781541,8.088018,0.753146,15.843335,6.858914,3.805820,0.179092,583.832603,106.966764,696.338123,5675.509805
172.308022,22.084615,10.704399,0.634586,15.727451,7.802175,2.063135,0.196793,390.297060,77.747582,470.961435,3810.498602
158.169675,27.860434,7.620018,0.621838,16.115870,5.677215,3.656216,0.210473,358.502985,114.474217,490.251146,4064.531301
209.146108,22.177886,9.716373,0.781413,19.704670,9.430390,2.282527,0.223794,804.262888,270.231873,1037.780991,10519.933499
216.384722,30.132690,12.544679,0.641010,23.227667,7.181062,2.402029,0.259356,1259.682975,977.852073,2371.584688,28338.857640
206.251937,23.207035,9.370091,0.801572,10.767486,8.887475,2.476714,0.123146,264.030998,28.555197,288.905462,1600.324931
151.729514,31.733652,10.562907,0.789870,18.208936,4.781344,3.004254,0.242802,676.187875,493.837059,1142.857161,10705.689368
118.682504,23.994644,8.930652,0.585987,21.039136,4.946208,2.686774,0.317204,434.920576,651.361919,1100.706271,11913.447514
193.754849,23.820634,6.318772,0.812765,10.512618,8.133908,3.769820,0.124048,211.005116,24.943158,231.271355,1250.750936
220.219047,32.416155,12.991220,0.687275,22.922202,6.793497,2.495236,0.253707,1397.407685,1041.918086,2535.686802,29901.298481
206.901354,29.080901,10.003203,0.787133,10.161303,7.114682,2.907159,0.116030,273.303248,33.854894,305.316159,1596.016254
225.953413,25.266037,8.900626,0.750820,13.584653,8.942970,2.838681,0.148437,424.869138,52.130110,477.359914,3336.050322
161.895979,21.843704,6.469581,0.576039,23.619907,7.411563,3.376371,0.304904,568.160781,713.795207,1325.481996,16106.089887
215.228011,33.592722,11.266862,0.846513,20.477481,6.406983,2.981551,0.229261,1305.600435,654.436284,1999.056476,21059.094706
121.954817,25.496212,8.378439,0.730279,10.734510,4.783252,3.043074,0.159656,153.242035,25.230023,181.373951,1001.602151
204.901709,23.264231,6.409047,0.805884,15.608345,8.807586,3.629905,0.179097,455.626052,71.147769,540.552185,4340.428404
161.323438,19.271808,8.451578,0.782809,17.103151,8.370955,2.280262,0.221172,427.837495,137.688791,547.061027,4813.378593
112.250897,22.702005,10.959938,0.825897,14.951883,4.944537,2.071362,0.231795,316.695347,163.419052,490.057285,3769.474787
149.200098,17.826019,8.699052,0.638931,16.296502,8.369793,2.049191,0.219136,299.263458,85.695191,376.126906,3153.311690
166.173929,27.853515,11.012067,0.646947,15.876609,5.965995,2.529363,0.202293,444.395170,114.035043,557.332735,4552.085481
200.343432,27.538117,9.626831,0.811327,12.594739,7.275132,2.860559,0.146152,390.949616,50.427820,437.016755,2831.557375
150.606711,24.647018,10.095422,0.756925,19.338230,6.110545,2.441405,0.258820,610.477035,517.097750,1129.895132,11240.689970
164.206482,32.634524,9.529118,0.740447,18.621953,5.031680,3.424716,0.238690,690.466051,450.713199,1097.201304,10511.136086
181.181160,22.414818,9.633663,0.821685,20.691016,8.083097,2.326718,0.252481,819.425606,565.579256,1416.138318,15073.898569
227.879108,27.660093,9.436130,0.573629,20.150471,8.238552,2.931296,0.219248,766.908736,246.506043,1044.477776,10827.358396
196.042007,24.596711,10.375446,0.562365,16.953600,7.970253,2.370665,0.198880,475.222531,101.103700,564.722205,4925.325232
159.003930,33.233572,11.931725,0.611520,19.269886,4.784437,2.785312,0.251003,670.983495,524.339358,1217.292779,12067.360888
116.122108,16.019936,5.849486,0.593811,10.063262,7.248600,2.738691,0.153386,71.186151,9.416136,82.369448,426.425371
157.506698,24.033545,9.301107,0.588598,17.185357,6.553619,2.583945,0.224912,389.213603,146.837840,529.711198,4683.125743
159.603719,23.553654,11.312209,0.606517,15.701483,6.776177,2.082145,0.204137,373.893393,89.983176,476.038600,3845.217844
174.911828,33.738045,10.360665,0.599101,23.487916,5.184409,3.256359,0.291701,981.216497,1382.173619,2421.232313,29256.276276
131.624175,21.028094,8.742852,0.609614,14.323014,6.259444,2.405176,0.205055,220.545071,55.123408,269.793371,1987.942391
212.524581,30.729020,9.139508,0.718703,15.820224,6.916087,3.362218,0.178243,584.047336,104.476366,671.541152,5465.417712
79.569609,17.191388,5.942176,0.752950,10.268716,4.628457,2.893114,0.189080,69.087715,14.309529,82.409738,435.344224
80.251259,13.965519,3.556150,0.600681,17.763744,5.746386,3.927146,0.325696,112.273148,153.543229,275.436980,2517.067551
115.464174,17.243527,4.724442,0.783592,15.731904,6.696088,3.649855,0.240470,201.455750,113.681123,314.354073,2544.125153
194.202056,25.292416,11.302645,0.624199,11.244709,7.678272,2.237743,0.132533,249.913415,32.023903,286.579487,1657.797343
218.029943,32.183087,7.996503,0.796152,19.116200,6.774675,4.024645,0.212641,931.287552,316.694664,1256.029072,12352.059272
124.464186,22.198096,5.976323,0.688744,10.564597,5.606976,3.714340,0.155537,114.700665,17.841326,133.756799,726.953952
112.731788,24.275967,8.329089,0.565060,23.891958,4.643761,2.914601,0.369600,499.422242,558.090589,1059.812343,13026.232230
176.689973,27.342013,7.302104,0.724528,18.412030,6.462215,3.744402,0.227509,568.914873,257.857365,828.553274,7848.022220
216.556485,31.873363,8.559920,0.607801,21.465985,6.794278,3.723558,0.239590,898.457560,508.002633,1372.259943,15153.931413
69.480849,14.284559,4.359260,0.811113,15.689933,4.864053,3.276831,0.309166,115.725257,186.045039,301.961097,2437.306726
150.650858,23.245926,7.106898,0.630160,10.693385,6.480742,3.270896,0.143098,140.582873,20.159300,162.083086,891.642992
226.098419,29.293714,12.306025,0.573782,23.440743,7.718325,2.380437,0.256051,1194.866156,819.602996,2001.165033,24131.947874
189.592690,30.831453,8.563943,0.602264,14.765577,6.149327,3.600147,0.176134,385.759095,73.364227,444.706828,3378.020915
170.740504,33.685301,8.289120,0.623194,13.539902,5.068695,4.063797,0.170197,321.887874,64.053520,380.802750,2652.489590
199.796864,21.945338,10.478389,0.841483,17.824677,9.104296,2.094343,0.207124,710.391716,166.172118,888.385018,8146.311107
121.724029,23.765750,7.300961,0.703723,13.890915,5.121826,3.255154,0.206798,216.611881,64.380963,285.718950,2041.775658
220.434423,33.699962,8.885547,0.794012,17.273069,6.541088,3.792672,0.191088,828.249167,185.121864,1035.620505,9202.551254
142.651002,28.600773,11.960178,0.800231,18.631041,4.987663,2.391333,0.256214,673.151391,614.657075,1264.294060,12117.787087
226.623151,31.670474,12.796331,0.562728,18.562505,7.155660,2.474965,0.202529,806.701488,199.280722,1022.602990,9765.213425
162.756938,27.435785,11.146184,0.652836,18.698082,5.932287,2.461451,0.240730,596.795018,340.861151,931.398347,8959.228727
130.402926,25.590855,7.806255,0.774771,11.565609,5.095685,3.278250,0.166352,192.940968,32.366394,222.502730,1323.859637
158.005311,33.192412,12.484254,0.555487,17.240183,4.760284,2.658742,0.225273,514.497064,232.195076,746.061055,6616.896542
179.253367,26.254985,9.434314,0.628694,18.497530,6.827403,2.782925,0.226926,555.007511,223.304098,769.662917,7324.068778
98.301016,15.579617,5.040751,0.839715,11.059449,6.309591,3.090734,0.183214,93.889459,15.655421,108.186304,615.522433
172.574136,32.003711,7.851813,0.741835,17.981438,5.392316,4.075964,0.224823,622.208357,297.244912,902.362978,8347.257024
147.705107,31.320971,10.620820,0.805091,14.283753,4.715853,2.949016,0.193040,424.937876,104.733376,526.377527,3867.922689
151.358652,16.707740,6.551343,0.654122,23.133900,9.059194,2.550277,0.308851,497.873701,570.994975,1060.743040,12624.004609
142.436471,29.238604,11.939365,0.619335,12.766027,4.871521,2.448925,0.175691,266.569554,51.314042,315.313110,2070.789245
111.000206,17.391601,8.005900,0.693734,13.575897,6.382403,2.172348,0.211646,166.290315,45.360811,212.848686,1486.543480
227.567977,32.163086,12.827454,0.648881,22.332986,7.075440,2.507363,0.243162,1290.523722,749.684511,1998.949595,22966.072868
176.591598,26.115124,12.190697,0.722203,19.021054,6.762043,2.142217,0.235100,735.499895,359.016005,1114.046145,10901.239226
207.828027,25.749915,12.861864,0.754178,11.801915,8.071018,2.002036,0.134463,366.767525,43.062140,403.542853,2450.079989
109.187224,14.449256,5.312687,0.694877,20.242183,7.556598,2.719764,0.318182,257.751698,326.621944,574.430900,5981.818596
154.454687,29.266103,11.074079,0.697089,19.463372,5.277597,2.642757,0.257230,671.392054,582.244493,1251.151941,12527.553043
108.422323,11.988935,5.643013,0.843125,10.971252,9.043533,2.124563,0.173061,91.073434,10.703252,100.045498,564.666282
117.526084,18.412368,5.294916,0.696799,21.614471,6.382997,3.477368,0.327477,358.360203,520.585047,877.971627,9762.548583
147.147190,27.396930,9.901172,0.751873,19.211407,5.370937,2.767039,0.260128,617.813092,578.442265,1248.577279,12339.930289
205.367251,27.021335,9.468797,0.607635,17.411186,7.600189,2.853724,0.199557,551.273765,124.860354,693.702636,6213.550247
166.466581,20.572859,9.785762,0.763613,11.942502,8.091563,2.102326,0.152032,243.348815,29.065408,283.602868,1742.384761
144.037188,17.845968,5.040076,0.844882,17.411532,8.071133,3.540813,0.238289,335.505391,174.683087,518.631311,4645.514662
153.946475,18.567532,8.300140,0.608194,15.043638,8.291165,2.237014,0.199146,253.192435,50.140172,297.557118,2302.827021
161.459108,24.471607,9.802197,0.822642,14.802886,6.597814,2.496543,0.191346,419.116459,83.385093,514.525918,3918.246414
191.814550,30.012188,9.759583,0.805158,21.105874,6.391222,3.075151,0.250303,1043.849920,808.860853,1878.020375,20391.151070
116.937538,13.728176,5.552951,0.816383,13.247591,8.518068,2.472231,0.201216,143.083425,28.102650,178.310152,1215.209353
219.112306,28.259775,9.249175,0.564397,15.117777,7.753505,3.055383,0.167748,427.240664,68.131523,493.997502,3841.941965
170.626762,25.627460,7.278033,0.771033,10.853978,6.657966,3.521207,0.136480,209.233423,27.995916,232.580718,1298.675755
163.533027,30.833239,9.474872,0.812164,23.212021,5.303790,3.254212,0.298136,1103.674393,1865.366931,3023.976502,36110.165480
161.886388,26.763217,12.034148,0.617739,11.411068,6.048839,2.223940,0.147307,231.453456,33.979942,263.729040,1548.183280
160.495140,19.949215,8.495849,0.656584,23.132642,8.045186,2.348113,0.299915,655.321468,765.254038,1392.965885,16576.919220
141.056733,27.258953,7.499147,0.606703,20.540362,5.174694,3.634941,0.284063,491.586476,628.326816,1080.108373,11413.360334
149.305265,33.024517,10.983085,0.636303,10.531815,4.521043,3.006853,0.141569,202.817761,34.530158,232.135499,1257.716901
158.332722,25.199201,12.596464,0.589964,13.966934,6.283244,2.000498,0.182314,320.190590,58.022759,387.197863,2782.096161
131.305805,17.044535,4.358759,0.713031,20.828998,7.703690,3.910410,0.298559,332.733155,424.088193,777.318053,8329.237199
133.492845,21.452175,9.470775,0.701837,19.821383,6.222812,2.265092,0.281779,484.641838,542.945399,1020.815367,10409.245663
73.424800,12.406061,3.619425,0.813388,19.955186,5.918462,3.427633,0.382506,162.659852,143.022812,311.863639,3201.537740
160.432280,28.437224,12.637643,0.651580,16.987608,5.641629,2.250200,0.220288,533.635722,198.710869,736.017186,6432.181340
119.816179,25.726094,9.904130,0.797538,21.443278,4.657379,2.597512,0.321764,650.421677,1170.763381,1851.096061,20420.117360
134.657071,22.872248,10.568618,0.675077,10.287280,5.887356,2.164166,0.145609,150.978340,20.965994,172.365527,912.197956
160.987096,27.002604,9.349906,0.594064,20.535294,5.961910,2.888008,0.265833,594.293795,538.027103,1131.817772,11956.816033
164.151774,22.920953,6.840263,0.614817,23.258316,7.161647,3.350888,0.298167,621.230052,778.609207,1365.814339,16342.106805
160.375683,20.819025,10.361253,0.562952,18.784520,7.703323,2.009315,0.243632,449.635242,223.864240,647.692706,6259.032697
133.925782,28.704802,12.937775,0.723242,10.699659,4.665623,2.218681,0.151859,213.219379,33.643136,245.066057,1348.935567
170.729172,23.020861,8.555272,0.557779,16.308282,7.416281,2.690839,0.205002,340.663840,82.722747,421.863043,3539.303470
94.577439,20.971072,10.291591,0.566911,13.783460,4.509900,2.037690,0.232792,160.306148,77.078631,231.698437,1642.931558
166.114204,32.790125,9.028490,0.583359,23.024915,5.065983,3.631851,0.293426,819.001995,1184.648957,2062.611780,24431.697283
137.588101,23.125086,5.839731,0.712407,22.882952,5.949734,3.959957,0.320424,560.441521,902.617338,1407.564948,16569.850567
158.123203,21.999221,6.817953,0.841112,19.583453,7.187673,3.226661,0.255797,576.721061,465.743039,1011.098452,10186.402160
176.286993,20.236976,9.858213,0.736888,10.519428,8.711133,2.052804,0.130132,194.319491,21.267689,221.610373,1199.279295
109.131928,17.580872,6.127296,0.681924,13.843259,6.207424,2.869271,0.217654,147.965421,47.716212,197.317257,1405.210945
153.186116,31.542756,8.704111,0.626717,19.954516,4.856460,3.623892,0.264810,597.329064,617.240836,1217.153857,12494.669952
209.486534,32.740107,8.758601,0.793815,17.853280,6.398468,3.738052,0.202602,822.880770,228.019953,1055.497852,9694.233442
114.764705,23.873122,6.010655,0.612254,22.561234,4.807277,3.971800,0.345909,417.291744,623.036347,1024.561799,11891.568014
219.696256,32.627966,9.237100,0.692374,17.595294,6.733373,3.532274,0.194979,737.682125,171.971291,911.531996,8250.999384
202.269050,25.514300,12.409305,0.648965,23.437635,7.927674,2.056062,0.270678,1119.711023,972.603318,2071.967740,24982.441332
105.660849,20.484386,5.817481,0.795970,17.265962,5.158116,3.521178,0.275891,272.752366,338.134798,613.450431,5448.894039
143.896462,17.023631,5.909594,0.626345,16.247702,8.452748,2.880677,0.222469,227.494139,71.498599,301.942343,2523.794908
111.913382,18.680765,6.612594,0.648745,17.155962,5.990835,2.825028,0.266365,231.725065,202.921916,436.536805,3852.778491
139.160922,26.052527,12.200403,0.630649,12.909859,5.341552,2.135382,0.179749,258.771208,48.362469,296.174648,1967.014115
98.998178,15.899086,7.534244,0.647962,13.327207,6.226659,2.110243,0.220003,127.713351,40.632634,171.069808,1172.872014
